"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_image_url","Input.window_image_url","Input.paa_image_url","Input.asap_image_url","Input.m4_image_url","Input.random_image_url","Answer.equal.label","Approve","Reject"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","30BXRYBRP66UXMEKC25Y0084ZHVWH1","ARZG5FSY30KCR","Approved","Wed Oct 30 00:16:49 PDT 2019","Wed Oct 30 00:17:12 PDT 2019","Thu Oct 31 00:17:12 PDT 2019","Wed Oct 30 06:52:39 PDT 2019","","","23","100% (3/3)","100% (3/3)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","30OG32W0SWKSQIE4U065JEY0EPUNEG","A47E0Z3LTH37V","Approved","Tue Oct 29 23:40:58 PDT 2019","Tue Oct 29 23:41:52 PDT 2019","Wed Oct 30 23:41:52 PDT 2019","Wed Oct 30 06:52:39 PDT 2019","","","54","100% (126/126)","100% (117/117)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(D:M4)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","32KTQ2V7RFO5D42NAOBJEL8PI24M95","A1W47WXDPB7K13","Approved","Tue Oct 29 23:39:09 PDT 2019","Tue Oct 29 23:40:37 PDT 2019","Wed Oct 30 23:40:37 PDT 2019","Wed Oct 30 06:52:39 PDT 2019","","","88","100% (39/39)","100% (32/32)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","32SVAV9L3HIIW14IWCK4EHA3OT53AL","A2WYGPR0ECWJFZ","Approved","Tue Oct 29 23:37:25 PDT 2019","Tue Oct 29 23:38:57 PDT 2019","Wed Oct 30 23:38:57 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","92","100% (64/64)","100% (64/64)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","33CKWXB73LTQSAD3DPDSFN23MFN115","A3NWQ0535HAXUD","Approved","Tue Oct 29 23:48:21 PDT 2019","Tue Oct 29 23:48:34 PDT 2019","Wed Oct 30 23:48:34 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","13","100% (49/49)","100% (35/35)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","36H9ULYP643OD6NFADYJ8P2JH64FJM","A1YKYHR21SH7LV","Approved","Tue Oct 29 23:40:19 PDT 2019","Tue Oct 29 23:41:06 PDT 2019","Wed Oct 30 23:41:06 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","47","100% (53/53)","100% (53/53)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","38SKSKU7R36EIND5E6GHR1S31N1ILI","A1O4AAQX2KCD3N","Approved","Tue Oct 29 23:37:32 PDT 2019","Tue Oct 29 23:40:26 PDT 2019","Wed Oct 30 23:40:26 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","174","100% (118/118)","100% (112/112)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","3A4NIXBJ7880E63WZLE9JUZKIWLLM1","AZFHBOI9IHMK4","Approved","Tue Oct 29 23:38:19 PDT 2019","Tue Oct 29 23:39:50 PDT 2019","Wed Oct 30 23:39:50 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","91","100% (133/133)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(C:ASAP)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","3DH6GAKTY0YKDC9EXPTTL4XP6FHZYY","A1FJ1KDHZAM8TQ","Approved","Wed Oct 30 00:50:04 PDT 2019","Wed Oct 30 00:50:34 PDT 2019","Thu Oct 31 00:50:34 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","30","100% (1/1)","100% (1/1)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
"3KG2UQJ0MKXF116GDPW4PBSOCIONQD","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:36:48 PDT 2019","25","BatchId:3818198;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:36:48 PDT 2019","","","3G5W44VEU9RP2QPS3I4DRP28XA4GKL","A119XB4OETWU59","Approved","Tue Oct 29 23:38:15 PDT 2019","Tue Oct 29 23:40:41 PDT 2019","Wed Oct 30 23:40:41 PDT 2019","Wed Oct 30 06:52:40 PDT 2019","","","146","100% (136/136)","100% (105/105)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","(A:PASS)"
