"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_image_url","Input.asap_image_url","Input.m4_image_url","Input.random_image_url","Input.window_image_url","Input.paa_image_url","Answer.equal.label","Approve","Reject"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","304SM51WA5DRZSUPS5L1H02LYR5BSW","A1PR75OOJOLBA2","Approved","Wed Oct 30 01:39:55 PDT 2019","Wed Oct 30 01:40:03 PDT 2019","Thu Oct 31 01:40:03 PDT 2019","Wed Oct 30 06:55:09 PDT 2019","","","8","100% (35/35)","100% (35/35)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(A:ASAP)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","30X31N5D65ZMGIPXMRL5MPIFG97ASN","A1MHQSP1POQNXX","Approved","Tue Oct 29 23:54:56 PDT 2019","Tue Oct 29 23:55:09 PDT 2019","Wed Oct 30 23:55:09 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","13","100% (162/162)","100% (109/109)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(B:M4)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","317HQ483I9146NGQQJWW4TWS6IGINZ","A3ULFKJP3MOA32","Approved","Wed Oct 30 01:31:44 PDT 2019","Wed Oct 30 01:32:10 PDT 2019","Thu Oct 31 01:32:10 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","26","100% (51/51)","100% (51/51)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(D:PASS)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","31Z0PCVWUMO5CG4E4OEBM3CBHKPT7E","A9E9Y0LEAYO4V","Approved","Wed Oct 30 01:17:53 PDT 2019","Wed Oct 30 01:18:34 PDT 2019","Thu Oct 31 01:18:34 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","41","100% (80/80)","100% (80/80)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(D:PASS)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","34MAJL3QP6W3UCO1NBAD1EO3WJC34D","A119XB4OETWU59","Approved","Tue Oct 29 23:55:18 PDT 2019","Tue Oct 29 23:55:31 PDT 2019","Wed Oct 30 23:55:31 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","13","100% (136/136)","100% (105/105)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(B:M4)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","36WLNQG781JQP9P7RA1WSJY6X0VBEU","A9KV8Q3VJY3Q5","Approved","Wed Oct 30 01:34:50 PDT 2019","Wed Oct 30 01:35:28 PDT 2019","Thu Oct 31 01:35:28 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","38","100% (58/58)","100% (58/58)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(D:PASS)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","3AZHRG4CU6TMVO604ANBPBYQF7W30X","A3NWQ0535HAXUD","Approved","Tue Oct 29 23:55:06 PDT 2019","Tue Oct 29 23:55:22 PDT 2019","Wed Oct 30 23:55:22 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","16","100% (49/49)","100% (35/35)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(A:ASAP)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","3EQHHY4HQU1MK74PWV07P0JQ0KDG54","AME98XVLFFLCH","Approved","Wed Oct 30 00:02:28 PDT 2019","Wed Oct 30 00:03:43 PDT 2019","Thu Oct 31 00:03:43 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","75","100% (56/56)","100% (56/56)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(E:PAA)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","3F6HPJW4JF9QIWB2TH2RDW22AYB2WN","A1YKYHR21SH7LV","Approved","Tue Oct 29 23:54:55 PDT 2019","Tue Oct 29 23:55:56 PDT 2019","Wed Oct 30 23:55:56 PDT 2019","Wed Oct 30 06:55:10 PDT 2019","","","61","100% (53/53)","100% (53/53)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(D:PASS)"
"3BJKPTD2QDLD8FQ0N07G308LXMCTRL","3QZMXSMFJ7PMSQEJHZ180D4DWH3KL4","Which one of the images is more similar to the given one? (considering the marked circles in the given image)","Select the Image which is more similar to the given one by considering the marked circles. The given plot depicts time series data where circles denotes anomaly.","image, equality, comparison","$0.01","Tue Oct 29 23:53:38 PDT 2019","25","BatchId:3818212;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:53:38 PDT 2019","","","3JPSL1DZ5U8P05XSEV4JNV89TAZANB","A2OP2ZANIM5ZV","Approved","Tue Oct 29 23:54:37 PDT 2019","Tue Oct 29 23:56:13 PDT 2019","Wed Oct 30 23:56:13 PDT 2019","Wed Oct 30 06:55:11 PDT 2019","","","96","100% (123/123)","100% (117/117)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_original.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_asap.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_m4.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_random.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_window.png","https://s3.us-east-2.amazonaws.com/imagecheck1/turk/taxi_paa.png","(D:PASS)"
