"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_image_url","Input.check_image_url","Answer.equal.label","Approve","Reject"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","3018Q3ZVOKZAF3PK72L0WFDJU6HRA7","AFRSASN33QBC3","Approved","Tue Oct 29 23:14:20 PDT 2019","Tue Oct 29 23:14:42 PDT 2019","Wed Oct 30 23:14:42 PDT 2019","Wed Oct 30 00:33:28 PDT 2019","","","22","100% (97/97)","100% (48/48)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(3) Almost Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","32EYX73OY2IUUC3ID72RWGPD199URM","A1DXYZ9EW2R6DT","Approved","Tue Oct 29 23:15:50 PDT 2019","Tue Oct 29 23:16:02 PDT 2019","Wed Oct 30 23:16:02 PDT 2019","Wed Oct 30 00:33:28 PDT 2019","","","12","100% (116/116)","100% (107/107)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(3) Almost Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","3300DTYQT4QDTFRWASYMN8T5JZDEQO","AZFHBOI9IHMK4","Approved","Tue Oct 29 23:14:07 PDT 2019","Tue Oct 29 23:15:00 PDT 2019","Wed Oct 30 23:15:00 PDT 2019","Wed Oct 30 00:33:28 PDT 2019","","","53","100% (133/133)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(5) Exactly Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","33TIN5LC06J57LR1TRZU8GVWRBEY91","A9E9Y0LEAYO4V","Approved","Tue Oct 29 23:17:44 PDT 2019","Tue Oct 29 23:17:53 PDT 2019","Wed Oct 30 23:17:53 PDT 2019","Wed Oct 30 00:33:28 PDT 2019","","","9","100% (80/80)","100% (80/80)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(3) Almost Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","34PGFRQONQKQOS9A028JCDOJC8QJWI","AME98XVLFFLCH","Approved","Tue Oct 29 23:16:07 PDT 2019","Tue Oct 29 23:16:47 PDT 2019","Wed Oct 30 23:16:47 PDT 2019","Wed Oct 30 00:33:28 PDT 2019","","","40","100% (56/56)","100% (56/56)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(5) Exactly Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","374TNBHA8D4BZK8NATAGUBLL1BIYQN","A2ZSQLANLQ7OC6","Approved","Tue Oct 29 23:14:15 PDT 2019","Tue Oct 29 23:14:57 PDT 2019","Wed Oct 30 23:14:57 PDT 2019","Wed Oct 30 00:33:28 PDT 2019","","","42","100% (109/109)","100% (100/100)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(3) Almost Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","379J5II41QP22IBJINQQ6MUB9TQLE6","A1MHQSP1POQNXX","Approved","Tue Oct 29 23:14:10 PDT 2019","Tue Oct 29 23:14:15 PDT 2019","Wed Oct 30 23:14:15 PDT 2019","Wed Oct 30 00:33:29 PDT 2019","","","5","100% (162/162)","100% (109/109)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(3) Almost Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","37Z929RLGBHRVEO6SRCMHU874XLSTH","A2DR06NW0RJ1H2","Approved","Tue Oct 29 23:16:20 PDT 2019","Tue Oct 29 23:16:29 PDT 2019","Wed Oct 30 23:16:29 PDT 2019","Wed Oct 30 00:33:29 PDT 2019","","","9","100% (8/8)","100% (8/8)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(5) Exactly Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","39OWYR0EPM0E8VIEWDZMICH7UAAFYD","A1YKYHR21SH7LV","Approved","Tue Oct 29 23:18:59 PDT 2019","Tue Oct 29 23:19:24 PDT 2019","Wed Oct 30 23:19:24 PDT 2019","Wed Oct 30 00:33:29 PDT 2019","","","25","100% (53/53)","100% (53/53)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(5) Exactly Similar"
"3FTID4TN8M7YM3UHSMXJP5R16W4YLO","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:13:46 PDT 2019","25","BatchId:3818189;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:13:46 PDT 2019","","","3DIP6YHAPE17NBR0OYHM1H85PUS8EA","A3ONV6LUZ6CM80","Approved","Tue Oct 29 23:19:12 PDT 2019","Tue Oct 29 23:19:21 PDT 2019","Wed Oct 30 23:19:21 PDT 2019","Wed Oct 30 00:33:29 PDT 2019","","","9","100% (30/30)","100% (30/30)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/original_d14.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d14/winsample_d14.png","(3) Almost Similar"
