"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_image_url","Input.check_image_url","Answer.equal.label","Approve","Reject"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","308Q0PEVBAMJHLCWP9DRMS181SF9I5","A3ONV6LUZ6CM80","Approved","Tue Oct 29 23:05:21 PDT 2019","Tue Oct 29 23:05:34 PDT 2019","Wed Oct 30 23:05:34 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","13","100% (30/30)","100% (30/30)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(3) Almost Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","30IQTZXKAMFYBMDEOZUZWRNUM1QX0I","AME98XVLFFLCH","Approved","Tue Oct 29 23:15:44 PDT 2019","Tue Oct 29 23:20:14 PDT 2019","Wed Oct 30 23:20:14 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","270","100% (56/56)","100% (56/56)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(4) Very Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","31Q0U3WYDRO43WS525U1GXTGP0G71Z","AZFHBOI9IHMK4","Approved","Tue Oct 29 23:05:37 PDT 2019","Tue Oct 29 23:06:53 PDT 2019","Wed Oct 30 23:06:53 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","76","100% (133/133)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(5) Exactly Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","33PPO7FECXOVKBPD1PIT8OKYSDVDIR","A1DXYZ9EW2R6DT","Approved","Tue Oct 29 23:11:53 PDT 2019","Tue Oct 29 23:12:09 PDT 2019","Wed Oct 30 23:12:09 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","16","100% (116/116)","100% (107/107)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(3) Almost Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","35GMH2SV3GQA83EGVF6IY3Y54YVOEQ","A2OP2ZANIM5ZV","Approved","Tue Oct 29 23:14:18 PDT 2019","Tue Oct 29 23:14:23 PDT 2019","Wed Oct 30 23:14:23 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","5","100% (123/123)","100% (117/117)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(2) Less Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","36U2A8VAG38POHASXOQJYP9C25QKYH","A1O4AAQX2KCD3N","Approved","Tue Oct 29 23:13:32 PDT 2019","Tue Oct 29 23:14:15 PDT 2019","Wed Oct 30 23:14:15 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","43","100% (118/118)","100% (112/112)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(3) Almost Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","37TD41K0AJIA9XMV65HWSK83GBKCSH","A3VWU0WEB2VD48","Approved","Tue Oct 29 23:06:11 PDT 2019","Tue Oct 29 23:06:16 PDT 2019","Wed Oct 30 23:06:16 PDT 2019","Wed Oct 30 00:33:58 PDT 2019","","","5","100% (168/168)","100% (107/107)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(4) Very Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","39GXDJN2OVNOPMDMJO6W1LWRPOSV8Y","A2ZSQLANLQ7OC6","Approved","Tue Oct 29 23:05:44 PDT 2019","Tue Oct 29 23:06:51 PDT 2019","Wed Oct 30 23:06:51 PDT 2019","Wed Oct 30 00:33:59 PDT 2019","","","67","100% (109/109)","100% (100/100)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(3) Almost Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","39JEC7537WAQ1P3Z00M137SAFFDVC4","ATMD452KBHND8","Approved","Tue Oct 29 23:05:55 PDT 2019","Tue Oct 29 23:06:06 PDT 2019","Wed Oct 30 23:06:06 PDT 2019","Wed Oct 30 00:33:59 PDT 2019","","","11","100% (113/113)","100% (108/108)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(4) Very Similar"
"3XDSWAMB231WAX9POZNQ90YCDE9QCX","37BTIVOV5BYGX0QJEEPVKYRLSSYKJ2","Does this image contain the similar patterns like the given image? (Please rate the image based on the similarity)","Does this image contain the similar patterns? Rate the Image based on the similarity with given one by considering the marked circles. The given plot depicts time series data.","image, equality, comparison","$0.01","Tue Oct 29 23:05:06 PDT 2019","25","BatchId:3818185;OriginalHitTemplateId:928390889;","300","86400","Thu Oct 31 23:05:06 PDT 2019","","","3FTOP5WARHXXG28P7VFY5IFFB4C0J0","A2WYGPR0ECWJFZ","Approved","Tue Oct 29 23:16:23 PDT 2019","Tue Oct 29 23:18:20 PDT 2019","Wed Oct 30 23:18:20 PDT 2019","Wed Oct 30 00:33:59 PDT 2019","","","117","100% (64/64)","100% (64/64)","0% (0/0)","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/original_d12.png","https://s3.us-east-2.amazonaws.com/imagecheck1/d12/wsample_d12.png","(1)Complelety Dissimilar"
