0,47
1,47
2,47
3,47
4,47
5,47
6,47
7,47
8,47
9,47
10,47
11,47
12,47
13,46
14,46
15,46
16,46
17,46
18,46
19,46
20,46
21,46
22,46
23,46
24,46
25,46
26,46
27,46
28,46
29,46
30,47
31,47
32,47
33,47
34,47
35,47
36,47
37,47
38,47
39,47
40,47
41,47
42,47
43,47
44,47
45,47
46,47
47,47
48,47
49,47
50,47
51,47
52,47
53,47
54,47
55,47
56,48
57,48
58,48
59,48
60,48
61,49
62,49
63,49
64,49
65,49
66,49
67,49
68,49
69,49
70,50
71,50
74,50
75,50
76,50
77,50
78,50
79,50
80,51
81,51
82,51
83,51
84,51
85,51
86,51
87,51
88,51
89,51
90,51
91,51
92,51
93,51
94,51
95,51
96,51
97,51
98,51
99,51
100,52
101,52
102,52
103,52
104,52
105,52
106,52
107,52
108,52
109,52
110,52
111,52
112,52
113,52
114,52
115,52
116,52
117,52
118,52
119,52
120,52
121,52
122,52
123,52
124,53
125,53
126,53
127,53
128,53
129,53
130,54
131,54
132,54
133,54
134,54
135,54
136,55
137,55
138,55
139,55
140,55
141,54
142,54
143,54
144,53
145,53
146,53
147,53
148,53
149,53
150,53
151,53
152,53
153,53
154,53
155,53
156,53
157,53
158,53
159,53
160,53
161,53
162,53
163,53
164,53
165,53
166,53
167,53
168,53
169,53
170,53
171,53
172,53
173,54
174,54
175,54
176,54
177,54
178,54
179,54
180,55
181,55
182,55
183,55
184,55
185,55
186,55
187,56
188,56
189,56
190,56
191,56
192,57
193,57
194,57
195,57
196,58
197,58
198,58
199,57
200,57
201,57
202,58
203,58
204,58
205,58
206,58
207,58
208,58
209,58
210,58
211,58
212,58
213,58
214,58
215,58
216,58
217,58
218,59
219,59
220,59
221,59
222,59
223,59
224,59
225,59
226,59
227,59
228,59
229,59
230,59
231,59
232,59
233,59
234,59
235,59
236,59
237,59
238,59
239,59
240,59
241,59
242,59
243,59
244,59
245,59
246,59
247,59
248,59
249,59
250,59
251,59
252,59
253,59
254,59
255,59
256,59
257,59
258,59
259,59
260,59
261,59
262,59
263,59
264,59
265,59
266,59
267,59
268,59
269,59
270,59
271,59
272,59
273,59
274,59
275,59
276,59
277,59
278,60
279,60
280,60
281,60
282,60
283,60
284,60
285,60
286,60
287,60
288,60
289,60
290,60
291,60
292,60
293,60
294,60
295,59
296,59
297,60
298,60
299,60
300,60
301,60
302,60
303,60
304,60
305,60
306,60
307,60
308,59
309,60
310,60
311,60
312,60
313,60
314,60
315,60
316,60
317,60
318,60
319,60
320,60
321,60
322,60
323,60
324,61
325,60
326,60
327,60
328,60
329,60
330,60
331,60
332,60
333,60
334,60
335,60
336,60
337,60
338,60
339,60
340,60
341,60
342,60
343,60
344,61
345,61
346,61
347,62
348,62
349,62
350,62
351,62
352,62
353,62
354,62
355,62
356,62
357,62
358,62
359,61
360,61
361,61
363,61
364,61
365,61
366,61
367,61
368,60
369,60
370,61
371,61
372,60
373,61
374,60
375,61
376,61
377,60
378,61
379,62
380,61
381,61
382,60
383,60
384,61
385,61
386,60
387,60
388,61
389,61
390,62
391,62
392,62
393,61
394,61
395,61
396,61
397,61
398,61
399,61
400,61
401,62
402,62
403,62
404,62
405,62
406,62
407,62
408,62
409,62
410,62
411,62
412,62
413,62
414,62
415,62
416,62
417,62
418,62
419,62
420,62
421,62
422,62
423,63
424,63
425,62
426,62
427,62
428,62
429,62
430,62
431,62
432,62
433,62
434,62
435,62
436,62
437,62
438,62
439,62
440,61
441,61
442,61
443,61
444,60
445,60
446,60
447,59
448,60
449,58
450,58
451,58
452,58
453,58
454,58
455,58
456,59
457,59
458,60
459,60
460,61
461,61
462,61
463,61
464,62
465,62
466,62
467,62
468,62
469,62
470,62
471,63
472,63
473,63
474,63
475,63
476,63
477,64
478,64
479,64
480,64
481,64
482,64
483,64
484,64
485,64
486,64
487,64
488,64
489,63
490,63
491,63
492,63
493,63
494,63
495,63
496,63
497,63
498,63
499,62
500,62
501,62
502,62
503,62
504,62
505,62
506,63
507,62
508,63
509,63
510,63
511,63
512,63
513,63
514,63
515,63
516,63
517,63
518,62
519,62
520,62
521,62
522,62
523,62
524,62
525,62
526,62
527,62
528,62
529,62
530,62
531,62
532,62
533,62
534,62
535,62
536,62
537,62
538,62
539,62
540,62
541,62
542,62
543,62
544,61
545,61
546,61
547,61
548,61
549,61
550,61
551,61
552,61
553,61
554,61
555,61
556,61
557,61
558,61
559,61
560,61
561,61
562,61
563,61
564,60
565,60
566,60
567,60
568,60
569,60
570,60
571,60
572,60
573,60
574,60
575,60
576,60
577,60
578,60
579,60
580,60
581,60
582,60
583,60
584,60
585,60
586,60
587,60
588,60
589,60
590,60
591,60
592,60
593,60
594,60
595,60
596,60
597,60
598,60
599,60
600,59
601,59
602,59
603,59
604,59
605,59
606,60
607,60
608,60
609,60
610,60
611,60
612,60
613,60
614,60
615,60
616,60
617,60
618,60
619,60
620,60
621,59
622,59
623,59
624,59
625,58
626,58
627,58
628,58
629,58
630,58
631,58
632,58
633,58
634,58
635,58
636,58
637,58
638,58
639,58
640,59
641,59
642,59
643,59
644,58
645,58
646,58
647,58
648,58
649,58
650,58
652,58
653,57
654,57
655,57
656,57
657,57
658,56
659,56
660,56
661,56
662,56
663,55
664,55
665,55
666,55
667,54
668,55
669,54
670,54
671,54
672,55
673,54
674,54
675,54
676,53
677,55
678,56
679,57
680,57
681,56
682,56
683,56
684,56
685,56
686,56
687,56
688,56
689,57
690,58
691,58
692,59
693,59
694,59
695,59
696,59
697,59
698,59
699,59
700,59
701,59
702,59
703,59
704,59
705,59
706,59
707,59
708,59
709,59
710,59
711,59
712,59
713,59
714,59
715,60
716,60
717,59
718,59
719,60
720,59
721,59
722,59
723,59
724,59
725,59
726,59
727,59
728,59
729,59
730,59
731,59
732,59
733,59
734,59
735,59
736,59
737,59
738,59
739,59
740,59
741,59
742,59
743,59
744,59
745,59
746,59
747,60
748,60
749,60
750,60
751,60
752,60
753,60
754,60
755,61
756,61
757,60
758,61
759,61
760,61
761,61
762,61
763,61
764,61
765,61
766,61
767,62
768,61
769,61
770,62
771,62
772,62
773,62
774,62
775,62
776,62
777,62
778,62
779,62
780,62
781,62
782,62
783,62
784,62
785,62
786,62
787,62
788,62
789,62
790,62
791,63
792,63
793,62
794,62
795,62
796,62
797,63
798,63
799,63
800,63
801,63
802,63
803,63
804,63
805,63
806,64
807,64
808,64
809,63
810,64
811,64
812,64
813,64
814,64
815,64
816,65
817,65
818,64
819,64
820,64
821,64
822,64
823,64
824,64
825,65
826,64
827,64
828,65
829,65
830,65
831,65
832,64
833,64
834,64
835,64
836,64
837,64
838,64
839,64
840,64
841,64
842,64
843,64
844,64
845,64
846,63
847,63
848,63
849,63
850,63
851,63
852,62
853,62
854,62
855,62
856,61
857,61
858,61
859,61
860,61
861,61
862,60
863,60
864,60
865,60
866,60
867,59
868,59
869,59
870,59
871,59
872,59
873,59
874,58
875,58
876,58
877,58
878,58
879,58
880,58
881,58
882,58
883,58
884,58
885,58
886,58
887,58
888,57
889,57
890,57
891,57
892,56
893,56
894,56
895,56
896,55
897,55
898,54
899,55
900,54
901,53
902,53
903,54
904,54
905,53
906,53
907,52
908,52
909,52
910,52
911,51
912,51
913,52
914,51
915,51
916,51
917,51
918,51
919,51
920,51
921,50
922,50
923,50
924,51
925,49
926,49
927,49
928,50
929,50
930,51
931,51
932,51
933,51
934,51
935,51
936,51
937,51
938,51
939,51
941,51
942,51
943,51
944,51
945,51
946,51
947,51
948,50
949,50
950,50
951,50
952,50
953,49
954,49
955,49
956,48
957,48
958,48
959,49
960,49
961,49
962,49
963,50
964,51
965,51
966,51
967,51
968,52
969,52
970,52
971,52
972,52
973,52
974,52
975,52
976,52
977,53
978,53
979,53
980,53
981,52
982,52
983,52
984,52
985,52
986,52
987,52
988,52
989,52
990,52
991,52
992,52
993,52
994,52
995,53
996,53
997,53
998,52
999,52
1000,52
1001,52
1002,52
1003,52
1004,52
1005,52
1006,52
1007,52
1008,52
1009,52
1010,52
1011,52
1012,52
1013,51
1014,51
1015,51
1016,51
1017,51
1018,51
1019,51
1020,50
1021,50
1022,50
1023,50
1024,50
1025,50
1026,49
1027,50
1028,49
1029,49
1030,49
1031,49
1032,48
1033,48
1034,48
1035,48
1036,48
1037,48
1038,48
1039,48
1040,48
